Año_mes,Celula,Asesor,0021_meta,0022_ventas,0031_ventas_mismo_mes,0032_ventas_mes_anterior,0033_ventas_0_a_100,0024_seg_atrasados,0025_seg_abiertos,0026_descartes_totales,0027_seg_creados_mismo_mes,0028_descartes_mismo_mes,00291_descartes_dia,00292_avg_seg_creados_dia,0023_%_cumplimiento,0045_%_Efectividad_SQL,0044_%_Ventas_mercadeo,0041_%_Ventas_leads_mes,0042_%_Ventas_leads_mes_anterior,0043_%_Ventas_leads_cero_a_cien,0029_%_descarte_mismo_mes,Año,numero_mes,nombre_mes
202109,DG4,A44,57.0,40.0,20.0,4.0,5.0,1.0,26.0,18.0,40.0,6.0,1.0,1.8,0.7018,0.5,0.6,0.5,0.1,0.125,0.15,2021,9,septiembre
202109,DG4,A46,57.0,51.0,5.0,5.0,2.0,0.0,49.0,34.0,43.0,18.0,1.0,2.0,0.8947,0.1163,0.1961,0.098,0.098,0.0392,0.4186,2021,9,septiembre
202109,DG4,A47,57.0,18.0,7.0,1.0,4.0,0.0,21.0,19.0,42.0,19.0,0.0,1.9,0.3158,0.1667,0.4444,0.3889,0.0556,0.2222,0.4524,2021,9,septiembre
202109,DG4,A77,57.0,30.0,15.0,3.0,6.0,0.0,24.0,30.0,37.0,13.0,0.0,1.7,0.5263,0.4054,0.6,0.5,0.1,0.2,0.3514,2021,9,septiembre
202109,DG4,A81,57.0,23.0,9.0,4.0,3.0,2.0,30.0,45.0,55.0,23.0,0.0,2.5,0.4035,0.1636,0.5652,0.3913,0.1739,0.1304,0.4182,2021,9,septiembre
202109,DG4,A82,31.0,23.0,5.0,2.0,1.0,0.0,42.0,55.0,67.0,30.0,2.0,3.0,0.7419,0.0746,0.3043,0.2174,0.087,0.0435,0.4478,2021,9,septiembre
202109,DG4,A83,57.0,56.0,38.0,5.0,18.0,0.0,66.0,84.0,120.0,37.0,2.0,5.5,0.9825,0.3167,0.7679,0.6786,0.0893,0.3214,0.3083,2021,9,septiembre
202109,DG4,A84,57.0,42.0,24.0,6.0,6.0,10.0,50.0,26.0,57.0,8.0,0.0,2.6,0.7368,0.4211,0.7143,0.5714,0.1429,0.1429,0.1404,2021,9,septiembre
202109,DG5,A2,23.0,14.0,8.0,0.0,6.0,0.0,25.0,41.0,46.0,26.0,2.0,2.1,0.6087,0.1739,0.5714,0.5714,0.0,0.4286,0.5652,2021,9,septiembre
202109,DG5,A13,57.0,35.0,11.0,3.0,7.0,1.0,35.0,46.0,62.0,28.0,0.0,2.8,0.614,0.1774,0.4,0.3143,0.0857,0.2,0.4516,2021,9,septiembre
202109,DG5,A34,57.0,43.0,30.0,1.0,16.0,1.0,27.0,55.0,79.0,34.0,2.0,3.6,0.7544,0.3797,0.7209,0.6977,0.0233,0.3721,0.4304,2021,9,septiembre
202109,DG5,A36,57.0,50.0,29.0,4.0,14.0,0.0,32.0,68.0,107.0,54.0,2.0,4.9,0.8772,0.271,0.66,0.58,0.08,0.28,0.5047,2021,9,septiembre
202109,DG5,A49,57.0,32.0,11.0,2.0,7.0,0.0,41.0,45.0,64.0,29.0,2.0,2.9,0.5614,0.1719,0.4062,0.3438,0.0625,0.2188,0.4531,2021,9,septiembre
202109,DG5,A50,57.0,40.0,22.0,4.0,8.0,0.0,25.0,37.0,65.0,28.0,2.0,3.0,0.7018,0.3385,0.65,0.55,0.1,0.2,0.4308,2021,9,septiembre
202109,DG5,A55,57.0,24.0,6.0,8.0,4.0,1.0,40.0,31.0,45.0,19.0,4.0,2.0,0.4211,0.1333,0.5833,0.25,0.3333,0.1667,0.4222,2021,9,septiembre
202109,DG5,A64,57.0,31.0,14.0,2.0,6.0,1.0,13.0,41.0,51.0,29.0,4.0,2.3,0.5439,0.2745,0.5161,0.4516,0.0645,0.1935,0.5686,2021,9,septiembre
202109,DG5,A79,57.0,38.0,33.0,1.0,16.0,1.0,73.0,9.0,76.0,1.0,0.0,3.5,0.6667,0.4342,0.8947,0.8684,0.0263,0.4211,0.0132,2021,9,septiembre
202109,DG5,A80,57.0,3.0,1.0,0.0,1.0,0.0,0.0,5.0,6.0,5.0,0.0,0.3,0.0526,0.1667,0.3333,0.3333,0.0,0.3333,0.8333,2021,9,septiembre
202109,DG5,A111,57.0,48.0,11.0,4.0,6.0,2.0,31.0,44.0,55.0,22.0,0.0,2.5,0.8421,0.2,0.3125,0.2292,0.0833,0.125,0.4,2021,9,septiembre
202109,DG6,A6,57.0,40.0,16.0,1.0,6.0,0.0,35.0,47.0,59.0,22.0,2.0,2.7,0.7018,0.2712,0.425,0.4,0.025,0.15,0.3729,2021,9,septiembre
202109,DG6,A22,57.0,59.0,32.0,4.0,22.0,0.0,42.0,46.0,83.0,24.0,1.0,3.8,1.0351,0.3855,0.6102,0.5424,0.0678,0.3729,0.2892,2021,9,septiembre
202109,DG6,A41,57.0,13.0,8.0,2.0,2.0,0.0,47.0,45.0,43.0,8.0,0.0,2.0,0.2281,0.186,0.7692,0.6154,0.1538,0.1538,0.186,2021,9,septiembre
202109,DG6,A48,57.0,56.0,27.0,14.0,6.0,0.0,46.0,52.0,91.0,23.0,0.0,4.1,0.9825,0.2967,0.7321,0.4821,0.25,0.1071,0.2527,2021,9,septiembre
202109,DG6,A52,31.0,10.0,10.0,0.0,2.0,0.0,30.0,60.0,77.0,44.0,1.0,3.5,0.3226,0.1299,1.0,1.0,0.0,0.2,0.5714,2021,9,septiembre
202109,DG6,A56,57.0,39.0,16.0,3.0,10.0,0.0,37.0,42.0,57.0,17.0,1.0,2.6,0.6842,0.2807,0.4872,0.4103,0.0769,0.2564,0.2982,2021,9,septiembre
202109,DG6,A65,57.0,43.0,24.0,3.0,13.0,0.0,45.0,56.0,90.0,34.0,0.0,4.1,0.7544,0.2667,0.6279,0.5581,0.0698,0.3023,0.3778,2021,9,septiembre
202109,DG6,A75,57.0,34.0,13.0,5.0,8.0,0.0,40.0,38.0,56.0,15.0,2.0,2.5,0.5965,0.2321,0.5294,0.3824,0.1471,0.2353,0.2679,2021,9,septiembre
202109,DG6,A76,23.0,21.0,14.0,4.0,5.0,0.0,52.0,36.0,62.0,15.0,0.0,2.8,0.913,0.2258,0.8571,0.6667,0.1905,0.2381,0.2419,2021,9,septiembre
202109,DG6,A89,44.0,27.0,5.0,1.0,3.0,0.0,39.0,48.0,51.0,24.0,2.0,2.3,0.6136,0.098,0.2222,0.1852,0.037,0.1111,0.4706,2021,9,septiembre
202109,DG6,A103,57.0,16.0,10.0,0.0,2.0,1.0,20.0,38.0,43.0,22.0,1.0,2.0,0.2807,0.2326,0.625,0.625,0.0,0.125,0.5116,2021,9,septiembre
202109,DG6,A109,57.0,35.0,11.0,7.0,3.0,0.0,55.0,28.0,37.0,1.0,0.0,1.7,0.614,0.2973,0.5143,0.3143,0.2,0.0857,0.027,2021,9,septiembre
202108,DG1,A1,47.0,30.0,19.0,2.0,5.0,4.0,17.0,71.0,65.0,36.0,2.0,3.1,0.6383,0.2923,0.7,0.6333,0.0667,0.1667,0.5538,2021,8,agosto
202108,DG1,A7,47.0,45.0,24.0,1.0,13.0,0.0,10.0,45.0,61.0,27.0,2.0,2.9,0.9574,0.3934,0.5556,0.5333,0.0222,0.2889,0.4426,2021,8,agosto
202108,DG1,A16,47.0,40.0,24.0,4.0,14.0,2.0,62.0,63.0,65.0,18.0,1.0,3.1,0.8511,0.3692,0.7,0.6,0.1,0.35,0.2769,2021,8,agosto
202108,DG1,A19,47.0,52.0,13.0,1.0,7.0,10.0,13.0,56.0,47.0,20.0,0.0,2.2,1.1064,0.2766,0.2692,0.25,0.0192,0.1346,0.4255,2021,8,agosto
202108,DG1,A26,47.0,43.0,13.0,0.0,6.0,1.0,28.0,37.0,41.0,10.0,1.0,2.0,0.9149,0.3171,0.3023,0.3023,0.0,0.1395,0.2439,2021,8,agosto
202108,DG1,A37,47.0,12.0,5.0,0.0,1.0,5.0,29.0,24.0,16.0,2.0,0.0,0.8,0.2553,0.3125,0.4167,0.4167,0.0,0.0833,0.125,2021,8,agosto
202108,DG1,A44,47.0,36.0,22.0,5.0,8.0,1.0,25.0,26.0,48.0,8.0,0.0,2.3,0.766,0.4583,0.75,0.6111,0.1389,0.2222,0.1667,2021,8,agosto
202108,DG1,A57,47.0,36.0,9.0,5.0,3.0,12.0,56.0,30.0,56.0,5.0,1.0,2.7,0.766,0.1607,0.3889,0.25,0.1389,0.0833,0.0893,2021,8,agosto
202108,DG1,A71,47.0,59.0,38.0,5.0,24.0,1.0,29.0,87.0,94.0,34.0,11.0,4.5,1.2553,0.4043,0.7288,0.6441,0.0847,0.4068,0.3617,2021,8,agosto
202108,DG1,A91,47.0,35.0,17.0,5.0,9.0,0.0,35.0,54.0,65.0,26.0,4.0,3.1,0.7447,0.2615,0.6286,0.4857,0.1429,0.2571,0.4,2021,8,agosto
202108,DG1,A97,47.0,31.0,19.0,2.0,13.0,3.0,19.0,57.0,70.0,33.0,2.0,3.3,0.6596,0.2714,0.6774,0.6129,0.0645,0.4194,0.4714,2021,8,agosto
202108,DG1,A99,47.0,49.0,21.0,3.0,12.0,0.0,20.0,61.0,72.0,35.0,4.0,3.4,1.0426,0.2917,0.4898,0.4286,0.0612,0.2449,0.4861,2021,8,agosto
202108,DG1,A112,47.0,55.0,17.0,7.0,8.0,0.0,34.0,118.0,72.0,40.0,5.0,3.4,1.1702,0.2361,0.4364,0.3091,0.1273,0.1455,0.5556,2021,8,agosto
202108,DG2,A8,47.0,37.0,20.0,0.0,11.0,9.0,34.0,36.0,57.0,8.0,1.0,2.7,0.7872,0.3509,0.5405,0.5405,0.0,0.2973,0.1404,2021,8,agosto
202108,DG2,A38,47.0,63.0,44.0,7.0,17.0,3.0,45.0,58.0,127.0,43.0,7.0,6.0,1.3404,0.3465,0.8095,0.6984,0.1111,0.2698,0.3386,2021,8,agosto
202108,DG2,A45,47.0,66.0,38.0,10.0,16.0,0.0,73.0,63.0,110.0,29.0,0.0,5.2,1.4043,0.3455,0.7273,0.5758,0.1515,0.2424,0.2636,2021,8,agosto
202108,DG2,A51,47.0,32.0,21.0,6.0,10.0,0.0,41.0,48.0,80.0,31.0,1.0,3.8,0.6809,0.2625,0.8438,0.6562,0.1875,0.3125,0.3875,2021,8,agosto
202108,DG2,A54,23.0,14.0,9.0,1.0,2.0,2.0,24.0,111.0,64.0,42.0,0.0,3.0,0.6087,0.1406,0.7143,0.6429,0.0714,0.1429,0.6562,2021,8,agosto
202108,DG2,A62,47.0,48.0,12.0,1.0,7.0,2.0,37.0,61.0,79.0,41.0,5.0,3.8,1.0213,0.1519,0.2708,0.25,0.0208,0.1458,0.519,2021,8,agosto
202108,DG2,A68,47.0,76.0,43.0,6.0,22.0,1.0,84.0,119.0,163.0,62.0,5.0,7.8,1.617,0.2638,0.6447,0.5658,0.0789,0.2895,0.3804,2021,8,agosto
202108,DG2,A93,47.0,67.0,20.0,5.0,6.0,1.0,64.0,32.0,72.0,21.0,2.0,3.4,1.4255,0.2778,0.3731,0.2985,0.0746,0.0896,0.2917,2021,8,agosto
202108,DG2,A96,47.0,31.0,14.0,3.0,2.0,0.0,22.0,46.0,61.0,26.0,1.0,2.9,0.6596,0.2295,0.5484,0.4516,0.0968,0.0645,0.4262,2021,8,agosto
202108,DG2,A101,47.0,50.0,13.0,1.0,7.0,1.0,49.0,59.0,80.0,33.0,1.0,3.8,1.0638,0.1625,0.28,0.26,0.02,0.14,0.4125,2021,8,agosto
202108,DG2,A107,23.0,36.0,27.0,4.0,14.0,1.0,17.0,64.0,79.0,35.0,1.0,3.8,1.5652,0.3418,0.8611,0.75,0.1111,0.3889,0.443,2021,8,agosto
202108,DG3,A15,23.0,43.0,20.0,3.0,10.0,0.0,29.0,63.0,80.0,36.0,3.0,3.8,1.8696,0.25,0.5349,0.4651,0.0698,0.2326,0.45,2021,8,agosto
202108,DG3,A23,47.0,47.0,20.0,5.0,8.0,0.0,28.0,53.0,52.0,17.0,3.0,2.5,1.0,0.3846,0.5319,0.4255,0.1064,0.1702,0.3269,2021,8,agosto
202108,DG3,A29,47.0,23.0,17.0,4.0,7.0,0.0,45.0,57.0,75.0,27.0,2.0,3.6,0.4894,0.2267,0.913,0.7391,0.1739,0.3043,0.36,2021,8,agosto
202108,DG3,A59,23.0,19.0,16.0,1.0,10.0,0.0,26.0,56.0,71.0,36.0,4.0,3.4,0.8261,0.2254,0.8947,0.8421,0.0526,0.5263,0.507,2021,8,agosto
202108,DG3,A63,16.0,23.0,17.0,1.0,4.0,0.0,18.0,50.0,69.0,37.0,1.0,3.3,1.4375,0.2464,0.7826,0.7391,0.0435,0.1739,0.5362,2021,8,agosto
202108,DG3,A72,23.0,25.0,14.0,4.0,7.0,0.0,15.0,39.0,50.0,21.0,0.0,2.4,1.087,0.28,0.72,0.56,0.16,0.28,0.42,2021,8,agosto
202108,DG3,A73,47.0,47.0,15.0,6.0,9.0,1.0,22.0,43.0,54.0,21.0,5.0,2.6,1.0,0.2778,0.4468,0.3191,0.1277,0.1915,0.3889,2021,8,agosto
202108,DG3,A78,47.0,36.0,18.0,1.0,10.0,1.0,28.0,46.0,61.0,26.0,2.0,2.9,0.766,0.2951,0.5278,0.5,0.0278,0.2778,0.4262,2021,8,agosto
202108,DG3,A85,47.0,56.0,18.0,4.0,5.0,0.0,54.0,41.0,39.0,9.0,0.0,1.9,1.1915,0.4615,0.3929,0.3214,0.0714,0.0893,0.2308,2021,8,agosto
202108,DG3,A95,47.0,55.0,27.0,6.0,11.0,0.0,42.0,76.0,84.0,33.0,3.0,4.0,1.1702,0.3214,0.6,0.4909,0.1091,0.2,0.3929,2021,8,agosto
202108,DG3,A98,47.0,59.0,36.0,9.0,14.0,0.0,50.0,27.0,93.0,19.0,1.0,4.4,1.2553,0.3871,0.7627,0.6102,0.1525,0.2373,0.2043,2021,8,agosto
202108,DG3,A108,47.0,33.0,22.0,4.0,7.0,0.0,34.0,43.0,62.0,18.0,2.0,3.0,0.7021,0.3548,0.7879,0.6667,0.1212,0.2121,0.2903,2021,8,agosto
202108,DG4,A21,47.0,52.0,29.0,5.0,16.0,0.0,27.0,43.0,71.0,23.0,1.0,3.4,1.1064,0.4085,0.6538,0.5577,0.0962,0.3077,0.3239,2021,8,agosto
202108,DG4,A25,47.0,44.0,23.0,1.0,12.0,0.0,45.0,59.0,83.0,27.0,1.0,4.0,0.9362,0.2771,0.5455,0.5227,0.0227,0.2727,0.3253,2021,8,agosto
202108,DG4,A32,16.0,20.0,16.0,1.0,8.0,0.0,30.0,58.0,73.0,33.0,0.0,3.5,1.25,0.2192,0.85,0.8,0.05,0.4,0.4521,2021,8,agosto
202108,DG4,A39,47.0,50.0,34.0,7.0,12.0,0.0,48.0,92.0,116.0,43.0,4.0,5.5,1.0638,0.2931,0.82,0.68,0.14,0.24,0.3707,2021,8,agosto
202108,DG4,A46,47.0,40.0,13.0,5.0,6.0,0.0,51.0,31.0,51.0,14.0,1.0,2.4,0.8511,0.2549,0.45,0.325,0.125,0.15,0.2745,2021,8,agosto
202108,DG4,A77,47.0,34.0,11.0,3.0,5.0,9.0,35.0,40.0,45.0,14.0,0.0,2.1,0.7234,0.2444,0.4118,0.3235,0.0882,0.1471,0.3111,2021,8,agosto
202108,DG4,A81,47.0,25.0,11.0,7.0,2.0,3.0,28.0,42.0,36.0,11.0,1.0,1.7,0.5319,0.3056,0.72,0.44,0.28,0.08,0.3056,2021,8,agosto
202108,DG4,A82,23.0,32.0,8.0,2.0,6.0,3.0,43.0,120.0,105.0,52.0,4.0,5.0,1.3913,0.0762,0.3125,0.25,0.0625,0.1875,0.4952,2021,8,agosto
202108,DG4,A83,47.0,61.0,42.0,6.0,22.0,0.0,69.0,68.0,116.0,32.0,1.0,5.5,1.2979,0.3621,0.7869,0.6885,0.0984,0.3607,0.2759,2021,8,agosto
202108,DG4,A84,47.0,36.0,23.0,3.0,11.0,0.0,47.0,74.0,97.0,43.0,6.0,4.6,0.766,0.2371,0.7222,0.6389,0.0833,0.3056,0.4433,2021,8,agosto
202108,DG5,A2,16.0,23.0,15.0,1.0,7.0,2.0,21.0,47.0,72.0,33.0,4.0,3.4,1.4375,0.2083,0.6957,0.6522,0.0435,0.3043,0.4583,2021,8,agosto
202108,DG5,A3,47.0,17.0,9.0,1.0,1.0,2.0,18.0,40.0,52.0,27.0,0.0,2.5,0.3617,0.1731,0.5882,0.5294,0.0588,0.0588,0.5192,2021,8,agosto
202108,DG5,A13,47.0,24.0,8.0,7.0,5.0,2.0,25.0,65.0,59.0,33.0,0.0,2.8,0.5106,0.1356,0.625,0.3333,0.2917,0.2083,0.5593,2021,8,agosto
202108,DG5,A34,47.0,26.0,10.0,4.0,5.0,0.0,28.0,74.0,80.0,48.0,5.0,3.8,0.5532,0.125,0.5385,0.3846,0.1538,0.1923,0.6,2021,8,agosto
202108,DG5,A36,47.0,54.0,27.0,5.0,17.0,0.0,23.0,76.0,95.0,51.0,4.0,4.5,1.1489,0.2842,0.5926,0.5,0.0926,0.3148,0.5368,2021,8,agosto
202108,DG5,A49,47.0,30.0,9.0,9.0,5.0,0.0,32.0,47.0,64.0,30.0,4.0,3.0,0.6383,0.1406,0.6,0.3,0.3,0.1667,0.4688,2021,8,agosto
202108,DG5,A50,47.0,46.0,33.0,3.0,13.0,1.0,20.0,54.0,82.0,33.0,0.0,3.9,0.9787,0.4024,0.7826,0.7174,0.0652,0.2826,0.4024,2021,8,agosto
202108,DG5,A55,47.0,35.0,13.0,4.0,6.0,0.0,39.0,40.0,54.0,24.0,4.0,2.6,0.7447,0.2407,0.4857,0.3714,0.1143,0.1714,0.4444,2021,8,agosto
202108,DG5,A64,47.0,26.0,14.0,1.0,3.0,0.0,9.0,54.0,56.0,34.0,2.0,2.7,0.5532,0.25,0.5769,0.5385,0.0385,0.1154,0.6071,2021,8,agosto
202108,DG5,A79,47.0,36.0,29.0,3.0,9.0,0.0,42.0,33.0,69.0,7.0,0.0,3.3,0.766,0.4203,0.8889,0.8056,0.0833,0.25,0.1014,2021,8,agosto
202108,DG5,A80,47.0,12.0,6.0,2.0,4.0,0.0,0.0,29.0,18.0,12.0,3.0,0.9,0.2553,0.3333,0.6667,0.5,0.1667,0.3333,0.6667,2021,8,agosto
202108,DG5,A111,47.0,46.0,17.0,4.0,9.0,0.0,55.0,55.0,57.0,19.0,3.0,2.7,0.9787,0.2982,0.4565,0.3696,0.087,0.1957,0.3333,2021,8,agosto
202108,DG6,A6,47.0,63.0,15.0,4.0,8.0,0.0,42.0,17.0,48.0,8.0,0.0,2.3,1.3404,0.3125,0.3016,0.2381,0.0635,0.127,0.1667,2021,8,agosto
202108,DG6,A22,47.0,56.0,30.0,5.0,19.0,0.0,42.0,86.0,94.0,31.0,4.0,4.5,1.1915,0.3191,0.625,0.5357,0.0893,0.3393,0.3298,2021,8,agosto
202108,DG6,A41,47.0,15.0,10.0,1.0,4.0,0.0,62.0,35.0,64.0,16.0,0.0,3.0,0.3191,0.1562,0.7333,0.6667,0.0667,0.2667,0.25,2021,8,agosto
202108,DG6,A48,47.0,67.0,37.0,16.0,10.0,0.0,53.0,12.0,93.0,7.0,1.0,4.4,1.4255,0.3978,0.791,0.5522,0.2388,0.1493,0.0753,2021,8,agosto
202108,DG6,A52,23.0,16.0,13.0,1.0,5.0,0.0,20.0,69.0,76.0,50.0,4.0,3.6,0.6957,0.1711,0.875,0.8125,0.0625,0.3125,0.6579,2021,8,agosto
202108,DG6,A56,47.0,37.0,11.0,4.0,8.0,1.0,41.0,63.0,57.0,23.0,1.0,2.7,0.7872,0.193,0.4054,0.2973,0.1081,0.2162,0.4035,2021,8,agosto
202108,DG6,A65,47.0,43.0,34.0,0.0,17.0,0.0,34.0,80.0,121.0,58.0,3.0,5.8,0.9149,0.281,0.7907,0.7907,0.0,0.3953,0.4793,2021,8,agosto
202108,DG6,A75,47.0,41.0,15.0,4.0,6.0,0.0,40.0,50.0,69.0,29.0,3.0,3.3,0.8723,0.2174,0.4634,0.3659,0.0976,0.1463,0.4203,2021,8,agosto
202108,DG6,A76,16.0,22.0,18.0,0.0,8.0,0.0,40.0,36.0,75.0,24.0,0.0,3.6,1.375,0.24,0.8182,0.8182,0.0,0.3636,0.32,2021,8,agosto
202108,DG6,A89,47.0,41.0,17.0,1.0,7.0,0.0,41.0,34.0,58.0,14.0,0.0,2.8,0.8723,0.2931,0.439,0.4146,0.0244,0.1707,0.2414,2021,8,agosto
202108,DG6,A103,47.0,25.0,19.0,3.0,10.0,1.0,23.0,42.0,58.0,24.0,9.0,2.8,0.5319,0.3276,0.88,0.76,0.12,0.4,0.4138,2021,8,agosto
202108,DG6,A109,47.0,64.0,21.0,12.0,7.0,0.0,62.0,21.0,57.0,1.0,0.0,2.7,1.3617,0.3684,0.5156,0.3281,0.1875,0.1094,0.0175,2021,8,agosto
202107,DG1,A1,55.0,21.0,10.0,0.0,2.0,0.0,26.0,115.0,86.0,56.0,0.0,4.3,0.3818,0.1163,0.4762,0.4762,0.0,0.0952,0.6512,2021,7,julio
202107,DG1,A7,55.0,35.0,20.0,1.0,9.0,8.0,14.0,63.0,79.0,46.0,1.0,4.0,0.6364,0.2532,0.6,0.5714,0.0286,0.2571,0.5823,2021,7,julio
202107,DG1,A8,55.0,28.0,15.0,1.0,8.0,1.0,36.0,46.0,59.0,27.0,0.0,3.0,0.5091,0.2542,0.5714,0.5357,0.0357,0.2857,0.4576,2021,7,julio
202107,DG1,A16,55.0,37.0,16.0,7.0,9.0,1.0,94.0,69.0,84.0,24.0,0.0,4.2,0.6727,0.1905,0.6216,0.4324,0.1892,0.2432,0.2857,2021,7,julio
202107,DG1,A19,55.0,56.0,17.0,3.0,4.0,31.0,40.0,43.0,63.0,17.0,0.0,3.2,1.0182,0.2698,0.3571,0.3036,0.0536,0.0714,0.2698,2021,7,julio
202107,DG1,A26,55.0,38.0,10.0,0.0,4.0,1.0,31.0,59.0,48.0,17.0,0.0,2.4,0.6909,0.2083,0.2632,0.2632,0.0,0.1053,0.3542,2021,7,julio
202107,DG1,A37,55.0,32.0,4.0,0.0,2.0,0.0,38.0,99.0,60.0,32.0,0.0,3.0,0.5818,0.0667,0.125,0.125,0.0,0.0625,0.5333,2021,7,julio
202107,DG1,A44,39.0,34.0,18.0,6.0,5.0,4.0,33.0,44.0,52.0,21.0,0.0,2.6,0.8718,0.3462,0.7059,0.5294,0.1765,0.1471,0.4038,2021,7,julio
202107,DG1,A57,55.0,19.0,6.0,7.0,2.0,37.0,41.0,43.0,27.0,1.0,0.0,1.4,0.3455,0.2222,0.6842,0.3158,0.3684,0.1053,0.037,2021,7,julio
202107,DG1,A71,55.0,46.0,23.0,5.0,13.0,0.0,63.0,71.0,107.0,24.0,0.0,5.4,0.8364,0.215,0.6087,0.5,0.1087,0.2826,0.2243,2021,7,julio
202107,DG1,A91,55.0,18.0,8.0,5.0,4.0,1.0,47.0,61.0,80.0,33.0,0.0,4.0,0.3273,0.1,0.7222,0.4444,0.2778,0.2222,0.4125,2021,7,julio
202107,DG1,A97,28.0,12.0,3.0,3.0,1.0,0.0,26.0,28.0,44.0,21.0,0.0,2.2,0.4286,0.0682,0.5,0.25,0.25,0.0833,0.4773,2021,7,julio
202107,DG1,A112,55.0,45.0,25.0,2.0,11.0,0.0,89.0,63.0,112.0,29.0,0.0,5.6,0.8182,0.2232,0.6,0.5556,0.0444,0.2444,0.2589,2021,7,julio
202107,DG2,A38,55.0,47.0,31.0,9.0,11.0,3.0,31.0,54.0,90.0,32.0,0.0,4.5,0.8545,0.3444,0.8511,0.6596,0.1915,0.234,0.3556,2021,7,julio
202107,DG2,A45,55.0,50.0,32.0,5.0,18.0,0.0,57.0,68.0,118.0,42.0,0.0,5.9,0.9091,0.2712,0.74,0.64,0.1,0.36,0.3559,2021,7,julio
202107,DG2,A51,55.0,32.0,19.0,3.0,7.0,0.0,36.0,66.0,59.0,18.0,0.0,3.0,0.5818,0.322,0.6875,0.5938,0.0938,0.2188,0.3051,2021,7,julio
202107,DG2,A54,20.0,18.0,11.0,2.0,6.0,3.0,78.0,49.0,77.0,20.0,0.0,3.9,0.9,0.1429,0.7222,0.6111,0.1111,0.3333,0.2597,2021,7,julio
202107,DG2,A62,55.0,31.0,12.0,1.0,8.0,0.0,27.0,108.0,57.0,27.0,2.0,2.9,0.5636,0.2105,0.4194,0.3871,0.0323,0.2581,0.4737,2021,7,julio
202107,DG2,A68,55.0,54.0,17.0,1.0,9.0,3.0,71.0,81.0,120.0,51.0,0.0,6.0,0.9818,0.1417,0.3333,0.3148,0.0185,0.1667,0.425,2021,7,julio
202107,DG2,A93,55.0,56.0,18.0,5.0,12.0,0.0,48.0,64.0,79.0,31.0,0.0,4.0,1.0182,0.2278,0.4107,0.3214,0.0893,0.2143,0.3924,2021,7,julio
202107,DG2,A96,55.0,24.0,9.0,4.0,1.0,0.0,20.0,49.0,62.0,34.0,0.0,3.1,0.4364,0.1452,0.5417,0.375,0.1667,0.0417,0.5484,2021,7,julio
202107,DG2,A101,55.0,35.0,12.0,3.0,4.0,11.0,42.0,55.0,56.0,21.0,0.0,2.8,0.6364,0.2143,0.4286,0.3429,0.0857,0.1143,0.375,2021,7,julio
202107,DG2,A104,55.0,14.0,11.0,2.0,6.0,0.0,0.0,69.0,49.0,37.0,0.0,2.5,0.2545,0.2245,0.9286,0.7857,0.1429,0.4286,0.7551,2021,7,julio
202107,DG2,A107,20.0,20.0,9.0,4.0,6.0,1.0,31.0,38.0,59.0,26.0,0.0,3.0,1.0,0.1525,0.65,0.45,0.2,0.3,0.4407,2021,7,julio
202107,DG3,A11,55.0,34.0,26.0,2.0,11.0,1.0,8.0,48.0,74.0,32.0,0.0,3.7,0.6182,0.3514,0.8235,0.7647,0.0588,0.3235,0.4324,2021,7,julio
202107,DG3,A14,55.0,5.0,3.0,1.0,3.0,0.0,13.0,24.0,25.0,17.0,0.0,1.3,0.0909,0.12,0.8,0.6,0.2,0.6,0.68,2021,7,julio
202107,DG3,A15,55.0,40.0,15.0,4.0,9.0,0.0,0.0,63.0,51.0,31.0,1.0,2.6,0.7273,0.2941,0.475,0.375,0.1,0.225,0.6078,2021,7,julio
202107,DG3,A23,55.0,38.0,13.0,12.0,2.0,0.0,57.0,45.0,55.0,18.0,0.0,2.8,0.6909,0.2364,0.6579,0.3421,0.3158,0.0526,0.3273,2021,7,julio
202107,DG3,A29,55.0,23.0,18.0,3.0,8.0,1.0,49.0,50.0,77.0,23.0,0.0,3.9,0.4182,0.2338,0.913,0.7826,0.1304,0.3478,0.2987,2021,7,julio
202107,DG3,A59,20.0,20.0,16.0,0.0,10.0,0.0,9.0,79.0,98.0,70.0,1.0,4.9,1.0,0.1633,0.8,0.8,0.0,0.5,0.7143,2021,7,julio
202107,DG3,A72,20.0,12.0,5.0,0.0,2.0,2.0,18.0,59.0,49.0,27.0,1.0,2.5,0.6,0.102,0.4167,0.4167,0.0,0.1667,0.551,2021,7,julio
202107,DG3,A73,55.0,38.0,15.0,0.0,5.0,1.0,27.0,50.0,68.0,37.0,2.0,3.4,0.6909,0.2206,0.3947,0.3947,0.0,0.1316,0.5441,2021,7,julio
202107,DG3,A78,55.0,19.0,7.0,2.0,3.0,0.0,21.0,53.0,45.0,21.0,0.0,2.3,0.3455,0.1556,0.4737,0.3684,0.1053,0.1579,0.4667,2021,7,julio
202107,DG3,A85,55.0,47.0,14.0,3.0,7.0,3.0,62.0,30.0,48.0,12.0,0.0,2.4,0.8545,0.2917,0.3617,0.2979,0.0638,0.1489,0.25,2021,7,julio
202107,DG3,A95,55.0,43.0,19.0,5.0,6.0,1.0,60.0,100.0,95.0,44.0,0.0,4.8,0.7818,0.2,0.5581,0.4419,0.1163,0.1395,0.4632,2021,7,julio
